	 0 	 0.683 	 0.000000 	 1
	 0 	 0.684 	 0.000535 	 0.999465
	 0 	 0.685 	 0.000686 	 0.999314
	 0 	 0.686 	 0.000899 	 0.999101
	 0 	 0.687 	 0.001208 	 0.998792
	 0 	 0.688 	 0.001684 	 0.998316
	 0 	 0.689 	 0.002434 	 0.997566
	 0 	 0.69 	 0.002748 	 0.997252
	 0 	 0.691 	 0.002942 	 0.997058
	 0 	 0.692 	 0.003172 	 0.996828
	 0 	 0.693 	 0.003504 	 0.996496
	 0 	 0.694 	 0.003994 	 0.996006
	 0 	 0.695 	 0.004585 	 0.995415
	 0 	 0.696 	 0.005395 	 0.994605
	 0 	 0.697 	 0.006726 	 0.993274
	 0 	 0.698 	 0.008838 	 0.991162
	 0 	 0.699 	 0.012094 	 0.987906
	 0 	 0.7 	 0.017216 	 0.982784
	 0 	 0.701 	 0.025329 	 0.974671
	 0 	 0.702 	 0.037644 	 0.962356
	 0 	 0.703 	 0.055810 	 0.94419
	 0 	 0.704 	 0.081821 	 0.918179
	 0 	 0.705 	 0.117671 	 0.882329
	 0 	 0.706 	 0.165181 	 0.834819
	 0 	 0.707 	 0.225317 	 0.774683
	 0 	 0.708 	 0.297750 	 0.70225
	 0 	 0.709 	 0.380431 	 0.619569
	 0 	 0.71 	 0.469346 	 0.530654
	 0 	 0.711 	 0.559134 	 0.440866
	 0 	 0.712 	 0.644477 	 0.355523
	 0 	 0.713 	 0.720873 	 0.279127
	 0 	 0.714 	 0.785246 	 0.214754
	 0 	 0.715 	 0.836123 	 0.163877
	 0 	 0.716 	 0.874112 	 0.125888
	 0 	 0.717 	 0.900516 	 0.099484
	 0 	 0.718 	 0.917201 	 0.082799
	 0 	 0.719 	 0.926386 	 0.073614
	 0 	 0.72 	 0.930561 	 0.069439
	 0 	 0.721 	 0.931898 	 0.068102
	 0 	 0.722 	 0.932520 	 0.06748
	 0 	 0.723 	 0.933955 	 0.066045
	 0 	 0.724 	 0.936881 	 0.063119
	 0 	 0.725 	 0.941439 	 0.058561
	 0 	 0.726 	 0.947165 	 0.052835
	 0 	 0.727 	 0.953224 	 0.046776
	 0 	 0.728 	 0.958591 	 0.041409
	 0 	 0.729 	 0.962303 	 0.037697
	 0 	 0.73 	 0.963827 	 0.036173
	 0 	 0.731 	 0.963129 	 0.036871
	 0 	 0.732 	 0.960554 	 0.039446
	 0 	 0.733 	 0.956779 	 0.043221
	 0 	 0.734 	 0.952717 	 0.047283
	 0 	 0.735 	 0.949368 	 0.050632
	 0 	 0.736 	 0.947413 	 0.052587
	 0 	 0.737 	 0.947160 	 0.05284
	 0 	 0.738 	 0.948509 	 0.051491
	 0 	 0.739 	 0.951016 	 0.048984
	 0 	 0.74 	 0.954427 	 0.045573
	 0 	 0.741 	 0.958006 	 0.041994
	 0 	 0.742 	 0.961140 	 0.03886
	 0 	 0.743 	 0.963499 	 0.036501
	 0 	 0.744 	 0.964995 	 0.035005
	 0 	 0.745 	 0.965519 	 0.034481
	 0 	 0.746 	 0.965358 	 0.034642
	 0 	 0.747 	 0.964919 	 0.035081
	 0 	 0.748 	 0.964542 	 0.035458
	 0 	 0.749 	 0.964314 	 0.035686
	 0 	 0.75 	 0.964558 	 0.035442
	 0 	 0.751 	 0.965207 	 0.034793
	 0 	 0.752 	 0.966003 	 0.033997
	 0 	 0.753 	 0.966655 	 0.033345
	 0 	 0.754 	 0.967014 	 0.032986
	 0 	 0.755 	 0.966797 	 0.033203
	 0 	 0.756 	 0.965895 	 0.034105
	 0 	 0.757 	 0.964392 	 0.035608
	 0 	 0.758 	 0.962517 	 0.037483
	 0 	 0.759 	 0.960405 	 0.039595
	 0 	 0.76 	 0.958398 	 0.041602
	 0 	 0.761 	 0.956735 	 0.043265
	 0 	 0.762 	 0.955539 	 0.044461
	 0 	 0.763 	 0.954828 	 0.045172
	 0 	 0.764 	 0.954421 	 0.045579
	 0 	 0.765 	 0.954217 	 0.045783
	 0 	 0.766 	 0.954173 	 0.045827
	 0 	 0.767 	 0.954279 	 0.045721
	 0 	 0.768 	 0.954516 	 0.045484
	 0 	 0.769 	 0.954921 	 0.045079
	 0 	 0.77 	 0.955616 	 0.044384
	 0 	 0.771 	 0.956801 	 0.043199
	 0 	 0.772 	 0.958616 	 0.041384
	 0 	 0.773 	 0.960961 	 0.039039
	 0 	 0.774 	 0.963715 	 0.036285
	 0 	 0.775 	 0.966642 	 0.033358
	 0 	 0.776 	 0.969428 	 0.030572
	 0 	 0.777 	 0.971716 	 0.028284
	 0 	 0.778 	 0.973099 	 0.026901
	 0 	 0.779 	 0.973742 	 0.026258
	 0 	 0.78 	 0.973525 	 0.026475
	 0 	 0.781 	 0.972651 	 0.027349
	 0 	 0.782 	 0.971742 	 0.028258
	 0 	 0.783 	 0.970925 	 0.029075
	 0 	 0.784 	 0.970728 	 0.029272
	 0 	 0.785 	 0.971277 	 0.028723
	 0 	 0.786 	 0.972425 	 0.027575
	 0 	 0.787 	 0.973905 	 0.026095
	 0 	 0.788 	 0.975294 	 0.024706
	 0 	 0.789 	 0.975836 	 0.024164
	 0 	 0.79 	 0.974971 	 0.025029
	 0 	 0.791 	 0.972362 	 0.027638
	 0 	 0.792 	 0.967801 	 0.032199
	 0 	 0.793 	 0.961657 	 0.038343
	 0 	 0.794 	 0.954463 	 0.045537
	 0 	 0.795 	 0.947152 	 0.052848
	 0 	 0.796 	 0.940832 	 0.059168
	 0 	 0.797 	 0.936301 	 0.063699
	 0 	 0.798 	 0.934046 	 0.065954
	 0 	 0.799 	 0.934522 	 0.065478
	 0 	 0.8 	 0.937685 	 0.062315
	 0 	 0.801 	 0.942940 	 0.05706
	 0 	 0.802 	 0.949609 	 0.050391
	 0 	 0.803 	 0.956341 	 0.043659
