#g
0.0000	0.349000	0.000000	1.000000
0.0000	0.350000	0.000100	0.999900
0.0000	0.351000	0.001400	0.998600
0.0000	0.352000	0.002200	0.997800
0.0000	0.353000	0.001500	0.998500
0.0000	0.354000	0.001200	0.998800
0.0000	0.355000	0.002500	0.997500
0.0000	0.356000	0.001000	0.999000
0.0000	0.357000	0.000600	0.999400
0.0000	0.358000	0.000400	0.999600
0.0000	0.359000	0.000100	0.999900
0.0000	0.360000	0.001000	0.999000
0.0000	0.361000	0.000000	1.000000
0.0000	0.362000	0.000400	0.999600
0.0000	0.363000	0.001300	0.998700
0.0000	0.364000	0.000800	0.999200
0.0000	0.365000	0.001800	0.998200
0.0000	0.366000	0.001800	0.998200
0.0000	0.367000	0.001000	0.999000
0.0000	0.368000	0.001400	0.998600
0.0000	0.369000	0.001200	0.998800
0.0000	0.370000	0.001400	0.998600
0.0000	0.371000	0.000800	0.999200
0.0000	0.372000	0.000000	1.000000
0.0000	0.373000	0.000000	1.000000
0.0000	0.374000	0.000300	0.999700
0.0000	0.375000	0.000400	0.999600
0.0000	0.376000	0.000400	0.999600
0.0000	0.377000	0.000200	0.999800
0.0000	0.378000	0.000300	0.999700
0.0000	0.379000	0.000400	0.999600
0.0000	0.380000	0.000400	0.999600
0.0000	0.381000	0.000100	0.999900
0.0000	0.382000	0.000000	1.000000
0.0000	0.383000	0.000100	0.999900
0.0000	0.384000	0.000200	0.999800
0.0000	0.385000	0.000300	0.999700
0.0000	0.386000	0.000400	0.999600
0.0000	0.387000	0.000500	0.999500
0.0000	0.388000	0.000500	0.999500
0.0000	0.389000	0.000300	0.999700
0.0000	0.390000	0.000600	0.999400
0.0000	0.391000	0.001400	0.998600
0.0000	0.392000	0.001900	0.998100
0.0000	0.393000	0.003300	0.996700
0.0000	0.394000	0.009400	0.990600
0.0000	0.395000	0.022700	0.977300
0.0000	0.396000	0.048900	0.951100
0.0000	0.397000	0.096100	0.903900
0.0000	0.398000	0.185600	0.814400
0.0000	0.399000	0.348100	0.651900
0.0000	0.400000	0.572700	0.427300
0.0000	0.401000	0.785200	0.214800
0.0000	0.402000	0.914500	0.085500
0.0000	0.403000	0.963100	0.036900
0.0000	0.404000	0.973900	0.026100
0.0000	0.405000	0.974900	0.025100
0.0000	0.406000	0.973100	0.026900
0.0000	0.407000	0.973300	0.026700
0.0000	0.408000	0.978600	0.021400
0.0000	0.409000	0.977200	0.022800
0.0000	0.410000	0.978100	0.021900
0.0000	0.411000	0.978400	0.021600
0.0000	0.412000	0.979800	0.020200
0.0000	0.413000	0.976600	0.023400
0.0000	0.414000	0.975400	0.024600
0.0000	0.415000	0.975600	0.024400
0.0000	0.416000	0.976100	0.023900
0.0000	0.417000	0.976000	0.024000
0.0000	0.418000	0.975300	0.024700
0.0000	0.419000	0.976800	0.023200
0.0000	0.420000	0.977000	0.023000
0.0000	0.421000	0.974800	0.025200
0.0000	0.422000	0.975600	0.024400
0.0000	0.423000	0.976500	0.023500
0.0000	0.424000	0.977200	0.022800
0.0000	0.425000	0.981700	0.018300
0.0000	0.426000	0.976900	0.023100
0.0000	0.427000	0.976600	0.023400
0.0000	0.428000	0.971600	0.028400
0.0000	0.429000	0.968700	0.031300
0.0000	0.430000	0.971700	0.028300
0.0000	0.431000	0.976200	0.023800
0.0000	0.432000	0.980900	0.019100
0.0000	0.433000	0.981200	0.018800
0.0000	0.434000	0.981900	0.018100
0.0000	0.435000	0.981400	0.018600
0.0000	0.436000	0.979700	0.020300
0.0000	0.437000	0.978700	0.021300
0.0000	0.438000	0.976400	0.023600
0.0000	0.439000	0.976800	0.023200
0.0000	0.440000	0.978400	0.021600
0.0000	0.441000	0.978600	0.021400
0.0000	0.442000	0.976700	0.023300
0.0000	0.443000	0.978100	0.021900
0.0000	0.444000	0.978400	0.021600
0.0000	0.445000	0.977200	0.022800
0.0000	0.446000	0.980000	0.020000
0.0000	0.447000	0.980600	0.019400
0.0000	0.448000	0.979500	0.020500
0.0000	0.449000	0.980400	0.019600
0.0000	0.450000	0.979600	0.020400
0.0000	0.451000	0.979000	0.021000
0.0000	0.452000	0.975600	0.024400
0.0000	0.453000	0.974800	0.025200
0.0000	0.454000	0.976700	0.023300
0.0000	0.455000	0.976800	0.023200
0.0000	0.456000	0.977600	0.022400
0.0000	0.457000	0.977700	0.022300
0.0000	0.458000	0.978300	0.021700
0.0000	0.459000	0.977300	0.022700
0.0000	0.460000	0.978100	0.021900
0.0000	0.461000	0.976800	0.023200
0.0000	0.462000	0.975600	0.024400
0.0000	0.463000	0.974800	0.025200
0.0000	0.464000	0.973200	0.026800
0.0000	0.465000	0.971600	0.028400
0.0000	0.466000	0.972000	0.028000
0.0000	0.467000	0.973100	0.026900
0.0000	0.468000	0.973300	0.026700
0.0000	0.469000	0.974500	0.025500
0.0000	0.470000	0.974500	0.025500
0.0000	0.471000	0.974900	0.025100
0.0000	0.472000	0.973700	0.026300
0.0000	0.473000	0.973200	0.026800
0.0000	0.474000	0.971200	0.028800
0.0000	0.475000	0.967500	0.032500
0.0000	0.476000	0.967600	0.032400
0.0000	0.477000	0.966900	0.033100
0.0000	0.478000	0.968800	0.031200
0.0000	0.479000	0.971300	0.028700
0.0000	0.480000	0.971400	0.028600
0.0000	0.481000	0.970200	0.029800
0.0000	0.482000	0.971000	0.029000
0.0000	0.483000	0.970300	0.029700
0.0000	0.484000	0.968300	0.031700
0.0000	0.485000	0.969100	0.030900
0.0000	0.486000	0.966000	0.034000
0.0000	0.487000	0.965100	0.034900
0.0000	0.488000	0.969800	0.030200
0.0000	0.489000	0.969300	0.030700
0.0000	0.490000	0.969300	0.030700
0.0000	0.491000	0.969000	0.031000
0.0000	0.492000	0.965800	0.034200
0.0000	0.493000	0.964800	0.035200
0.0000	0.494000	0.963300	0.036700
0.0000	0.495000	0.963600	0.036400
0.0000	0.496000	0.963000	0.037000
0.0000	0.497000	0.962100	0.037900
0.0000	0.498000	0.961100	0.038900
0.0000	0.499000	0.965600	0.034400
0.0000	0.500000	0.968100	0.031900
0.0000	0.501000	0.969600	0.030400
0.0000	0.502000	0.969900	0.030100
0.0000	0.503000	0.967100	0.032900
0.0000	0.504000	0.964600	0.035400
0.0000	0.505000	0.961900	0.038100
0.0000	0.506000	0.962100	0.037900
0.0000	0.507000	0.963200	0.036800
0.0000	0.508000	0.966700	0.033300
0.0000	0.509000	0.969600	0.030400
0.0000	0.510000	0.969400	0.030600
0.0000	0.511000	0.968800	0.031200
0.0000	0.512000	0.967500	0.032500
0.0000	0.513000	0.967200	0.032800
0.0000	0.514000	0.966700	0.033300
0.0000	0.515000	0.965800	0.034200
0.0000	0.516000	0.965200	0.034800
0.0000	0.517000	0.966100	0.033900
0.0000	0.518000	0.966000	0.034000
0.0000	0.519000	0.964300	0.035700
0.0000	0.520000	0.964300	0.035700
0.0000	0.521000	0.965100	0.034900
0.0000	0.522000	0.965900	0.034100
0.0000	0.523000	0.964900	0.035100
0.0000	0.524000	0.963500	0.036500
0.0000	0.525000	0.960300	0.039700
0.0000	0.526000	0.962000	0.038000
0.0000	0.527000	0.962600	0.037400
0.0000	0.528000	0.960300	0.039700
0.0000	0.529000	0.962600	0.037400
0.0000	0.530000	0.961300	0.038700
0.0000	0.531000	0.959200	0.040800
0.0000	0.532000	0.959400	0.040600
0.0000	0.533000	0.959700	0.040300
0.0000	0.534000	0.961700	0.038300
0.0000	0.535000	0.966700	0.033300
0.0000	0.536000	0.964800	0.035200
0.0000	0.537000	0.964200	0.035800
0.0000	0.538000	0.965900	0.034100
0.0000	0.539000	0.965500	0.034500
0.0000	0.540000	0.963100	0.036900
0.0000	0.541000	0.957000	0.043000
0.0000	0.542000	0.939200	0.060800
0.0000	0.543000	0.900900	0.099100
0.0000	0.544000	0.828900	0.171100
0.0000	0.545000	0.725500	0.274500
0.0000	0.546000	0.597400	0.402600
0.0000	0.547000	0.460600	0.539400
0.0000	0.548000	0.334300	0.665700
0.0000	0.549000	0.228400	0.771600
0.0000	0.550000	0.147000	0.853000
0.0000	0.551000	0.087700	0.912300
0.0000	0.552000	0.048800	0.951200
0.0000	0.553000	0.025800	0.974200
0.0000	0.554000	0.013700	0.986300
0.0000	0.555000	0.007600	0.992400
0.0000	0.556000	0.004700	0.995300
0.0000	0.557000	0.003200	0.996800
0.0000	0.558000	0.002300	0.997700
0.0000	0.559000	0.001800	0.998200
0.0000	0.560000	0.001500	0.998500
0.0000	0.561000	0.001000	0.999000
0.0000	0.562000	0.000700	0.999300
0.0000	0.563000	0.000500	0.999500
0.0000	0.564000	0.000400	0.999600
0.0000	0.565000	0.000300	0.999700
0.0000	0.566000	0.000300	0.999700
0.0000	0.567000	0.000300	0.999700
0.0000	0.568000	0.000300	0.999700
0.0000	0.569000	0.000300	0.999700
0.0000	0.570000	0.000200	0.999800
0.0000	0.571000	0.000300	0.999700
0.0000	0.572000	0.000300	0.999700
0.0000	0.573000	0.000300	0.999700
0.0000	0.574000	0.000300	0.999700
0.0000	0.575000	0.000300	0.999700
0.0000	0.576000	0.000400	0.999600
0.0000	0.577000	0.000100	0.999900
0.0000	0.578000	0.000100	0.999900
0.0000	0.579000	0.000300	0.999700
0.0000	0.580000	0.000200	0.999800
0.0000	0.581000	0.000300	0.999700
0.0000	0.582000	0.000400	0.999600
0.0000	0.583000	0.000200	0.999800
0.0000	0.584000	0.000100	0.999900
0.0000	0.585000	0.000200	0.999800
0.0000	0.586000	0.000200	0.999800
0.0000	0.587000	0.000100	0.999900
0.0000	0.588000	0.000100	0.999900
0.0000	0.589000	0.000300	0.999700
0.0000	0.590000	0.000200	0.999800
0.0000	0.591000	0.000100	0.999900
0.0000	0.592000	0.000200	0.999800
0.0000	0.593000	0.000200	0.999800
0.0000	0.594000	0.000300	0.999700
0.0000	0.595000	0.000200	0.999800
0.0000	0.596000	0.000300	0.999700
0.0000	0.597000	0.000300	0.999700
0.0000	0.598000	0.000100	0.999900
0.0000	0.599000	0.000100	0.999900
0.0000	0.600000	0.000100	0.999900
0.0000	0.610000	0.000000	1.000000
